rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,1122,nilearn,nilearn,GaelVaroquaux,2016-06-11 22:00:16,"The localizer button task is used in many examples. Here I add a new function to fetch specifically this contrast.

Additional benefit: the fetch_localizer_contrasts can now specify subjects as a list, and not only the maximum number (ie: less downloads during tutorials :) )

This is ready for review, @AlexandreAbraham , @banilo 
",start issue,[MRG] add a function for localizer button task,the local button task use mani exampl here I add new function fetch specif contrast addit benefit fetchlocalizercontrast specifi subject list maximum number ie less download tutori thi readi review alexandreabraham banilo
issue_closed,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 17:30:00,,closed issue,[MRG] add a function for localizer button task,
pull_request_title,1122,nilearn,nilearn,GaelVaroquaux,2016-06-11 22:00:16,"The localizer button task is used in many examples. Here I add a new function to fetch specifically this contrast.

Additional benefit: the fetch_localizer_contrasts can now specify subjects as a list, and not only the maximum number (ie: less downloads during tutorials :) )

This is ready for review, @AlexandreAbraham , @banilo 
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,[MRG] add a function for localizer button task,the local button task use mani exampl here I add new function fetch specif contrast addit benefit fetchlocalizercontrast specifi subject list maximum number ie less download tutori thi readi review alexandreabraham banilo
pull_request_merged,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 17:30:00,[MRG] add a function for localizer button task,98fca19a59ea5f40cbae32c4eadbea3da54c129d,Pull request merge from GaelVaroquaux/nilearn:fetch_localizer_button_task to nilearn/nilearn:master,mrg add function local button task
issue_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 13:04:21,"May be we should solve downloading issue. It doesn't seems to work atleast for me now.
",,,may solv download issu It doesnt seem work atleast
issue_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 13:09:39,"> You mean that when you run this localy it does not work?

Yes, for example, when I tried to fetch subjects which are not in home folder.
",,,ye exampl I tri fetch subject home folder
issue_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 14:27:37,"> Can you check please.

I am
",,,I
issue_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 14:48:29,"> I am

Solved. Thanks
",,,solv thank
issue_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 15:00:40,"LGTM apart from some minor details.
",,,lgtm apart minor detail
pull_request_commit_comment,1122,nilearn,nilearn,GaelVaroquaux,2016-06-11 22:01:45,"@AlexandreAbraham : I'd be interested to know if you think that this change is the right thing, or whether it would have been better to leave it as before.
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(None, '', u'nilearn/datasets/func.py')",alexandreabraham Id interest know think chang right thing whether would better leav
pull_request_commit_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 14:50:52,"alignment ? same below
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(None, '', u'nilearn/datasets/tests/test_func.py')",align
pull_request_commit_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 14:54:48,"Do you think we need See Also or no ?
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(143, '', u'nilearn/datasets/func.py')",Do think need see also
pull_request_commit_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 15:00:11,"boolean -> bool
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(125, '', u'nilearn/datasets/func.py')",boolean
pull_request_commit_comment,1122,nilearn,nilearn,KamalakerDadi,2016-06-12 15:00:21,"string -> str ?
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(117, '', u'nilearn/datasets/func.py')",string
pull_request_commit_comment,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 17:27:24,"Good point. I added one.
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(143, '', u'nilearn/datasets/func.py')",good point I ad one
pull_request_commit_comment,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 17:28:25,"Both are used.
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(125, '', u'nilearn/datasets/func.py')",both use
pull_request_commit_comment,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 17:28:34,"Same thing. Both are used.
",98e75743b6c9140a7c55e531e040f6a54ffb03b0,"(117, '', u'nilearn/datasets/func.py')",same thing both use
pull_request_commit,1122,nilearn,nilearn,GaelVaroquaux,2016-06-11 21:56:58,"ENH: add a function for localizer button task

The localizer button task is used in many examples. Here I
add a new function to fetch specifically this contrast.

Additional benefit: the fetch_localizer_contrasts can now specify
subjects as a list, and not only the maximum number (ie: less downloads
during tutorials :) )",d28bfb96b0313dc493527b8af7a1820d80471c59,,enh add function local button task the local button task use mani exampl here I add new function fetch specif contrast addit benefit fetchlocalizercontrast specifi subject list maximum number ie less download tutori
pull_request_commit,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 08:09:43,BUG: fix fetch_localizer_contrasts with list n_subects,fc7c42991a0f339abe70f12b27f2691380fa7764,,bug fix fetchlocalizercontrast list nsubect
pull_request_commit,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 10:04:44,BUG: try to fix circleCI failure,bac81fca5b043c7e0c106e678d71f67881212dd8,,bug tri fix circleci failur
pull_request_commit,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 14:11:45,"BUG: fix download of localizer

Fix bug reported by @KamalakerDadi in pull request",07975438a6db13a6fb462d9f1872cacda4f5e658,,bug fix download local fix bug report kamalakerdadi pull request
pull_request_commit,1122,nilearn,nilearn,GaelVaroquaux,2016-06-12 17:28:40,COSMIT: style and seealso in docstring,98e75743b6c9140a7c55e531e040f6a54ffb03b0,,cosmit style seealso docstr
