rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,201,pycqa,astroid,pylint-bot,2015-09-29 23:17:38,"Originally reported by: **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**

---

We should understand properly the unpacking generalizations added in PEP 448. Targeted for astroid 1.5 mostly, since they aren't so important right now.

---
- Bitbucket: https://bitbucket.org/logilab/astroid/issue/201
",start issue,Understand missing unpacking generalization,origin report claudiu popa bitbucket pcmanticor github pcmanticor We understand properli unpack gener ad pep 448 target astroid 15 mostli sinc arent import right bitbucket
