rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,239,pycqa,astroid,pylint-bot,2015-11-01 15:35:16,"Originally reported by: **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**

---

Reproducing with this code. In this case, b can be inferred as an empty list, but the code instead raises an InferenceError when it gets to analyze it.

```
#!python

from astroid.test_utils import extract_node
n = extract_node('''
a, *b, c = 1, 2
b #@
''')
print(next(n.infer()))
```

---
- Bitbucket: https://bitbucket.org/logilab/astroid/issue/239
",start issue,Unpacking bug in protocols.starred_assignmed_stmts,origin report claudiu popa bitbucket pcmanticor github pcmanticor reproduc code In case b infer empti list code instead rais inferenceerror get analyz bitbucket
issue_closed,239,pycqa,astroid,pylint-bot,2015-12-09 05:55:39,,closed issue,Unpacking bug in protocols.starred_assignmed_stmts,
issue_comment,239,pycqa,astroid,pylint-bot,2015-11-10 23:33:25,"_Original comment by_ **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**:

---

Fix a bug in the inference of Starred nodes

This bug occurs when the left hand side of an assignment has an extra element
comparing with the right hand side, which makes the Starred node to not be inferred
correctly as an empty List. Closes issue #239.
",,,origin comment claudiu popa bitbucket pcmanticor github pcmanticor fix bug infer star node thi bug occur left hand side assign extra element compar right hand side make star node infer correctli empti list close issu 239
